Customer ID,Age,Gender,Location,Subscription Status,Item Purchased,Category,Purchase Amount (USD),Season,Size,Color,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Review Rating,Shipping Type,Payment Method
2890,57,Male,Georgia,Yes,Sneakers,Footwear,59.2,Winter,XL,Pink,No,No,12,Weekly,4.61,Express,Credit Card
2891,28,Female,Florida,Yes,Sweater,Clothing,54.39,Fall,L,Yellow,Yes,Yes,28,Monthly,3.31,Standard,Cash
2892,21,Female,Texas,Yes,Jacket,Outerwear,42.54,Spring,S,Brown,No,No,30,Bi-Weekly,3.31,Express,Cash
2893,34,Male,Georgia,No,Sunglasses,Accessories,40.37,Summer,XL,Gray,Yes,Yes,11,Weekly,3.64,Standard,Credit Card
2894,63,Male,Washington,Yes,Shoes,Footwear,21.19,Winter,XL,Purple,No,No,24,Quarterly,3.45,Express,Cash
2895,65,Female,Texas,No,Dress,Clothing,59.18,Winter,S,Black,No,No,25,Monthly,4.15,Standard,Debit Card
2896,70,Female,Washington,Yes,Dress,Clothing,65.8,Summer,M,Green,Yes,No,12,Quarterly,3.59,Standard,Credit Card
2897,65,Male,Illinois,No,Boots,Footwear,59.86,Winter,XL,White,No,No,17,Weekly,3.86,Standard,Cash
2898,22,Male,Florida,No,Coat,Outerwear,80.08,Winter,S,Red,No,No,13,Annually,4.38,Express,Credit Card
2899,49,Male,Ohio,No,Jewelry,Accessories,85.64,Spring,M,Pink,No,Yes,23,Annually,4.79,Express,Cash
2900,50,Male,Ohio,Yes,T-shirt,Clothing,52.13,Spring,XL,Blue,No,No,26,Bi-Weekly,3.0,Express,Venmo
2901,55,Male,Texas,No,Boots,Footwear,51.61,Summer,XL,Pink,No,No,21,Monthly,3.62,Express,Cash
2902,39,Male,Montana,No,Belt,Accessories,76.21,Winter,M,Yellow,Yes,No,16,Bi-Weekly,3.93,Express,PayPal
2903,41,Male,Illinois,Yes,Sandals,Footwear,68.0,Spring,L,Blue,No,No,24,Annually,4.26,Express,PayPal
2904,29,Male,Ohio,No,Boots,Footwear,70.06,Winter,S,Blue,No,No,28,Bi-Weekly,3.59,Standard,Venmo
2905,70,Male,Florida,No,Scarf,Accessories,72.94,Fall,S,White,No,No,17,Weekly,3.09,Express,PayPal
2906,18,Male,Montana,No,Sandals,Footwear,36.5,Fall,L,Green,No,No,22,Bi-Weekly,3.69,Express,PayPal
2907,37,Male,Georgia,Yes,Dress,Clothing,68.95,Winter,XL,Brown,Yes,No,24,Quarterly,4.12,Standard,Credit Card
2908,37,Male,Ohio,No,Blouse,Clothing,50.24,Winter,XL,White,No,No,12,Bi-Weekly,4.49,Express,Venmo
2909,54,Male,Georgia,No,Jacket,Outerwear,45.07,Fall,XL,White,No,No,25,Quarterly,4.72,Express,Credit Card
2910,18,Male,Florida,No,Sunglasses,Accessories,45.09,Fall,L,Green,Yes,Yes,21,Annually,4.53,Standard,Credit Card
2911,55,Male,Washington,Yes,Sandals,Footwear,42.85,Fall,L,Yellow,No,No,16,Bi-Weekly,3.8,Standard,Venmo
2912,54,Male,Illinois,Yes,Sweater,Clothing,33.39,Spring,XL,Brown,No,No,23,Annually,3.9,Express,Debit Card
2913,42,Female,Illinois,Yes,Belt,Accessories,61.88,Winter,S,Green,No,No,26,Bi-Weekly,3.58,Express,Cash
2914,18,Male,Montana,No,Jewelry,Accessories,55.43,Fall,S,Red,Yes,No,18,Monthly,3.44,Express,Cash
2915,39,Male,California,No,Pants,Clothing,40.21,Winter,XL,Yellow,No,Yes,15,Annually,3.92,Express,Debit Card
2916,40,Male,Georgia,No,Sunglasses,Accessories,69.17,Spring,M,Pink,No,No,30,Bi-Weekly,4.24,Express,Cash
2917,33,Male,Florida,No,Hoodie,Outerwear,62.11,Summer,XL,Red,No,Yes,29,Monthly,3.74,Standard,Venmo
2918,27,Male,Florida,Yes,Skirt,Clothing,40.74,Summer,S,Pink,No,No,25,Quarterly,3.72,Express,Debit Card
2919,67,Female,Florida,Yes,Hoodie,Outerwear,80.31,Summer,S,Green,No,Yes,14,Weekly,3.85,Express,Debit Card
2920,21,Male,Florida,No,Skirt,Clothing,42.26,Winter,XL,Brown,No,Yes,27,Annually,3.88,Standard,Venmo
2921,50,Male,Arizona,No,Coat,Outerwear,46.34,Spring,XL,Purple,Yes,No,19,Weekly,4.05,Express,Debit Card
2922,46,Female,California,No,Sunglasses,Accessories,63.24,Fall,XL,Blue,No,No,11,Quarterly,3.36,Standard,Cash
2923,61,Male,Texas,Yes,Boots,Footwear,83.31,Spring,S,Brown,No,No,26,Weekly,3.66,Standard,Debit Card
2924,45,Male,Montana,Yes,Blouse,Clothing,69.08,Winter,XL,Green,No,No,16,Quarterly,4.36,Express,Debit Card
2925,67,Male,Arizona,No,Sunglasses,Accessories,24.93,Summer,M,Gray,No,No,20,Quarterly,4.04,Express,Debit Card
2926,21,Female,Florida,No,Sneakers,Footwear,73.66,Fall,L,Red,Yes,No,19,Quarterly,2.94,Express,PayPal
2927,38,Male,Montana,No,Jewelry,Accessories,55.57,Fall,L,Purple,No,Yes,26,Quarterly,3.76,Express,Credit Card
2928,63,Male,Arizona,No,Coat,Clothing,38.77,Summer,L,Yellow,No,No,24,Bi-Weekly,4.36,Express,Credit Card
2929,47,Male,Montana,No,Blouse,Clothing,23.05,Winter,XL,Black,No,No,14,Annually,5.0,Standard,PayPal
2930,23,Male,Montana,Yes,Shoes,Footwear,55.89,Fall,L,Black,Yes,No,29,Weekly,3.71,Standard,PayPal
2931,32,Male,Ohio,No,Shirt,Clothing,67.92,Summer,L,White,No,No,17,Bi-Weekly,4.23,Express,Cash
2932,24,Female,Washington,No,Pants,Clothing,15.0,Spring,S,Purple,Yes,No,23,Bi-Weekly,3.44,Express,Venmo
2933,34,Male,Arizona,No,Sneakers,Footwear,61.45,Summer,M,Yellow,No,No,21,Annually,4.05,Standard,Venmo
2934,40,Male,Arizona,No,Blouse,Clothing,100.86,Fall,L,Purple,No,No,22,Weekly,3.52,Express,Debit Card
2935,44,Female,Georgia,No,Coat,Outerwear,69.96,Spring,L,Blue,No,Yes,24,Quarterly,3.43,Express,Credit Card
2936,61,Female,Ohio,No,Scarf,Accessories,52.2,Spring,L,White,Yes,No,19,Bi-Weekly,3.87,Standard,Credit Card
2937,66,Male,Montana,Yes,Jewelry,Accessories,100.74,Fall,M,Pink,No,No,13,Weekly,3.79,Express,Credit Card
2938,28,Male,Arizona,No,Hoodie,Outerwear,49.87,Spring,S,Gray,No,No,13,Annually,3.15,Standard,Debit Card
2939,54,Male,Texas,No,Pants,Clothing,34.61,Winter,XL,White,No,No,26,Monthly,3.93,Express,Cash
2940,66,Male,Arizona,Yes,Shoes,Footwear,74.83,Summer,S,Gray,No,Yes,22,Monthly,4.51,Express,Venmo
2941,28,Female,California,No,Coat,Outerwear,67.38,Summer,M,Green,Yes,Yes,14,Annually,3.91,Express,Cash
2942,58,Female,California,No,Blouse,Clothing,73.81,Winter,XL,Green,Yes,No,24,Monthly,3.62,Express,Debit Card
2943,29,Male,New York,Yes,Sunglasses,Accessories,43.83,Summer,M,Purple,No,No,15,Annually,3.81,Express,Debit Card
2944,51,Male,Montana,Yes,Pants,Clothing,76.69,Fall,XL,Yellow,No,No,16,Bi-Weekly,3.79,Standard,PayPal
2945,34,Female,Washington,Yes,Shoes,Footwear,15.0,Winter,XL,Yellow,Yes,No,24,Monthly,3.54,Express,Debit Card
2946,59,Female,Ohio,No,Shirt,Clothing,76.7,Spring,M,Pink,No,Yes,24,Quarterly,3.62,Standard,Debit Card
2947,61,Male,Montana,No,T-shirt,Clothing,82.68,Summer,L,Gray,No,Yes,13,Monthly,4.27,Express,Cash
2948,36,Male,Florida,No,Jewelry,Accessories,33.44,Spring,XL,Purple,No,No,14,Quarterly,3.18,Standard,Cash
2949,45,Male,Florida,No,Shoes,Footwear,82.2,Fall,S,Pink,Yes,Yes,16,Quarterly,4.01,Express,Cash
2950,55,Male,Florida,No,Jewelry,Accessories,74.66,Winter,L,White,Yes,Yes,29,Weekly,4.76,Express,Debit Card
2951,26,Female,Montana,Yes,Scarf,Accessories,75.08,Spring,XL,Blue,No,Yes,26,Monthly,3.37,Express,Debit Card
2952,35,Female,Texas,No,Skirt,Clothing,89.87,Fall,XL,Black,No,Yes,16,Annually,3.71,Express,PayPal
2953,39,Male,California,No,Sweater,Clothing,44.79,Winter,L,Purple,No,No,13,Weekly,3.95,Express,Cash
2954,57,Male,Illinois,No,Scarf,Accessories,63.4,Spring,S,Black,Yes,No,13,Quarterly,3.8,Express,Debit Card
2955,47,Female,New York,No,Belt,Accessories,75.47,Spring,M,Yellow,No,No,29,Weekly,4.36,Standard,Credit Card
2956,40,Male,Arizona,No,Jewelry,Accessories,71.32,Fall,XL,Brown,No,Yes,23,Monthly,3.94,Standard,Debit Card
2957,51,Male,Washington,Yes,Shoes,Footwear,64.07,Winter,XL,Green,No,No,29,Monthly,3.55,Express,Debit Card
2958,20,Male,Florida,No,Jacket,Outerwear,67.55,Fall,M,Purple,No,No,19,Quarterly,3.6,Standard,Credit Card
2959,42,Male,California,No,T-shirt,Clothing,58.82,Spring,M,Green,No,Yes,16,Weekly,3.25,Express,Credit Card
2960,26,Male,Georgia,No,Skirt,Clothing,39.15,Winter,L,White,No,No,15,Weekly,4.26,Express,Credit Card
2961,33,Male,Texas,No,Sweater,Clothing,71.32,Winter,M,Pink,No,No,26,Bi-Weekly,3.78,Express,Cash
2962,31,Female,Illinois,No,Coat,Outerwear,47.47,Spring,M,Pink,Yes,No,28,Weekly,4.16,Express,Venmo
2963,32,Male,Arizona,Yes,Blouse,Clothing,33.07,Summer,M,Purple,No,No,15,Bi-Weekly,3.14,Express,PayPal
2964,63,Male,California,No,Sneakers,Footwear,35.16,Summer,XL,Brown,No,No,30,Weekly,4.34,Standard,Venmo
2965,68,Female,Georgia,No,Coat,Outerwear,73.62,Spring,M,Green,Yes,No,18,Weekly,4.09,Express,Venmo
2966,24,Male,Illinois,No,Dress,Clothing,74.31,Fall,L,Gray,No,Yes,22,Bi-Weekly,3.46,Standard,PayPal
2967,22,Female,Georgia,Yes,Belt,Accessories,42.3,Fall,S,White,No,No,21,Bi-Weekly,3.9,Express,Credit Card
2968,63,Male,Illinois,No,Dress,Clothing,25.39,Fall,S,Pink,No,No,20,Annually,3.74,Express,Cash
2969,23,Male,Ohio,Yes,Boots,Footwear,65.89,Summer,M,White,No,No,25,Weekly,3.5,Express,Debit Card
2970,59,Female,New York,Yes,Skirt,Clothing,69.04,Spring,L,Brown,No,No,16,Annually,4.24,Express,Debit Card
2971,56,Female,Georgia,No,Boots,Footwear,39.21,Spring,XL,Red,No,No,19,Monthly,3.8,Express,Venmo
2972,61,Female,Texas,No,Boots,Footwear,73.15,Winter,L,Gray,Yes,No,28,Annually,3.5,Express,PayPal
2973,57,Male,Illinois,No,Shirt,Clothing,48.4,Summer,S,Yellow,No,No,11,Quarterly,3.69,Express,Venmo
2974,36,Female,Washington,No,Sandals,Footwear,64.68,Fall,L,Yellow,Yes,No,16,Bi-Weekly,3.1,Express,Venmo
2975,59,Male,New York,No,Sunglasses,Accessories,38.12,Spring,S,Red,No,No,17,Annually,3.59,Express,PayPal
2976,62,Female,Florida,Yes,Shirt,Clothing,41.15,Fall,S,Purple,Yes,No,14,Annually,3.48,Express,Venmo
2977,29,Male,Georgia,Yes,Shirt,Clothing,59.01,Summer,S,Gray,No,No,14,Annually,3.26,Express,PayPal
2978,34,Female,Ohio,No,T-shirt,Clothing,37.23,Winter,M,Pink,Yes,Yes,23,Weekly,4.18,Standard,PayPal
2979,20,Male,California,Yes,Sandals,Footwear,65.42,Spring,XL,Red,No,No,12,Annually,3.89,Standard,PayPal
2980,69,Male,Ohio,Yes,Belt,Accessories,77.47,Spring,M,White,No,Yes,11,Annually,4.15,Express,PayPal
2981,41,Female,Illinois,Yes,Jewelry,Accessories,53.13,Fall,S,Black,No,No,29,Annually,3.27,Standard,Credit Card
2982,49,Male,Georgia,No,Coat,Clothing,58.26,Spring,S,Green,No,No,26,Weekly,3.1,Express,Debit Card
2983,22,Male,Washington,No,Sweater,Clothing,50.16,Spring,L,Purple,No,No,21,Monthly,3.73,Standard,PayPal
2984,45,Female,Arizona,No,Dress,Clothing,34.25,Winter,L,Green,No,No,23,Weekly,3.97,Express,PayPal
2985,62,Male,Florida,No,Sweater,Clothing,47.69,Spring,M,Pink,No,No,21,Quarterly,3.85,Standard,Venmo
2986,62,Male,Arizona,No,Dress,Clothing,62.1,Spring,L,Brown,No,No,14,Annually,4.28,Express,Credit Card
2987,64,Female,Florida,No,Sneakers,Footwear,58.06,Fall,M,Brown,Yes,Yes,27,Annually,2.27,Express,Cash
2988,23,Male,Texas,Yes,Scarf,Accessories,79.46,Fall,M,Pink,Yes,No,16,Monthly,4.82,Express,Credit Card
2989,21,Female,Texas,No,Jacket,Outerwear,27.2,Fall,L,Gray,No,Yes,12,Quarterly,4.26,Express,Debit Card
2990,31,Female,Arizona,Yes,Sweater,Clothing,46.88,Spring,XL,Blue,Yes,No,19,Monthly,3.96,Express,Credit Card
2991,35,Female,Ohio,No,Belt,Accessories,68.27,Fall,M,Gray,Yes,Yes,28,Quarterly,3.3,Express,Venmo
2992,31,Male,Ohio,No,Hoodie,Outerwear,56.68,Winter,XL,Brown,No,No,30,Bi-Weekly,3.76,Express,Venmo
2993,27,Male,Ohio,No,Coat,Outerwear,82.16,Spring,M,Gray,Yes,No,26,Weekly,4.01,Express,Credit Card
2994,45,Female,Florida,No,Belt,Accessories,33.1,Summer,S,Black,No,No,30,Weekly,3.21,Standard,Credit Card
2995,65,Female,Washington,No,Hoodie,Outerwear,71.26,Winter,S,Yellow,Yes,No,13,Quarterly,4.08,Express,Cash
2996,62,Male,Florida,No,Jewelry,Accessories,64.87,Spring,L,Blue,Yes,No,14,Weekly,3.96,Express,Venmo
2997,58,Male,New York,No,Shoes,Footwear,80.52,Spring,M,Brown,No,No,16,Quarterly,3.84,Express,Cash
2998,53,Male,Texas,No,Scarf,Accessories,77.3,Spring,L,Purple,No,Yes,22,Bi-Weekly,3.19,Standard,Debit Card
2999,59,Male,Texas,No,Sandals,Footwear,36.78,Winter,S,Brown,No,No,28,Weekly,3.14,Express,Cash
3000,66,Male,Georgia,No,Shoes,Footwear,84.14,Summer,XL,Black,Yes,No,27,Weekly,4.55,Express,Cash
3001,47,Male,Texas,Yes,Coat,Clothing,88.26,Spring,S,Blue,No,Yes,12,Weekly,3.87,Express,Credit Card
3002,34,Male,Washington,No,Skirt,Clothing,37.18,Summer,XL,Red,No,No,21,Monthly,3.28,Express,Venmo
3003,22,Male,Montana,Yes,Sweater,Clothing,55.9,Spring,XL,Brown,No,No,22,Quarterly,2.98,Express,Debit Card
3004,47,Male,Texas,No,Pants,Clothing,65.83,Spring,XL,Red,No,No,24,Quarterly,4.19,Standard,Credit Card
3005,53,Female,Florida,No,Coat,Outerwear,49.75,Spring,XL,Pink,Yes,No,13,Bi-Weekly,3.2,Express,Credit Card
3006,21,Male,New York,No,Sweater,Clothing,81.28,Fall,M,Gray,No,No,24,Annually,3.31,Standard,Venmo
3007,60,Male,Illinois,No,Skirt,Clothing,35.25,Spring,M,Brown,No,No,22,Quarterly,4.7,Express,Venmo
3008,64,Male,New York,No,Skirt,Clothing,66.75,Spring,S,Yellow,No,No,23,Bi-Weekly,4.1,Express,Credit Card
3009,29,Female,Arizona,Yes,Belt,Accessories,67.42,Summer,XL,Blue,No,No,23,Bi-Weekly,4.44,Standard,Venmo
3010,47,Male,New York,No,Sandals,Footwear,47.79,Winter,S,Brown,Yes,Yes,12,Weekly,3.76,Express,Venmo
3011,20,Male,Illinois,Yes,Boots,Footwear,58.02,Summer,S,Blue,No,Yes,12,Annually,3.27,Express,Cash
3012,31,Male,California,Yes,Sunglasses,Accessories,44.34,Fall,XL,Yellow,No,No,20,Monthly,4.4,Express,Credit Card
3013,63,Female,Georgia,No,Scarf,Accessories,40.92,Spring,M,Brown,No,No,14,Monthly,4.33,Express,Debit Card
3014,66,Female,Florida,No,Coat,Outerwear,59.21,Winter,S,Gray,No,Yes,18,Monthly,4.06,Standard,Credit Card
3015,21,Female,Ohio,Yes,Dress,Clothing,95.45,Spring,XL,Gray,No,No,14,Weekly,4.25,Express,PayPal
3016,25,Male,Ohio,No,Shoes,Footwear,53.12,Winter,M,Red,No,No,15,Weekly,4.52,Express,Venmo
3017,67,Male,Washington,No,Shoes,Footwear,80.48,Fall,S,Black,No,No,26,Annually,4.1,Express,Credit Card
3018,22,Male,New York,No,Coat,Clothing,59.5,Fall,M,Red,No,No,11,Annually,2.96,Standard,Cash
3019,42,Male,Montana,Yes,Sandals,Footwear,68.93,Winter,L,Green,No,No,23,Weekly,3.53,Express,Debit Card
3020,49,Female,Texas,No,Skirt,Clothing,42.01,Summer,L,Purple,No,No,18,Quarterly,3.5,Express,Credit Card
3021,62,Male,Texas,No,Coat,Outerwear,32.2,Winter,S,Yellow,No,No,24,Annually,4.43,Standard,Debit Card
3022,35,Male,New York,No,Belt,Accessories,101.44,Winter,M,Blue,No,Yes,20,Quarterly,3.4,Express,Debit Card
3023,42,Male,Arizona,No,Shoes,Footwear,71.06,Spring,S,Pink,No,Yes,25,Weekly,3.25,Express,PayPal
3024,27,Female,California,No,T-shirt,Clothing,64.95,Winter,S,Brown,No,Yes,11,Quarterly,2.66,Express,Debit Card
3025,39,Female,Illinois,Yes,Sneakers,Footwear,45.69,Spring,S,Black,No,No,12,Annually,3.64,Express,Credit Card
3026,39,Female,Washington,No,T-shirt,Clothing,15.0,Spring,L,Yellow,No,No,21,Annually,3.7,Express,Debit Card
3027,46,Male,Illinois,No,Sunglasses,Accessories,15.0,Fall,S,Pink,No,No,18,Bi-Weekly,4.33,Express,Venmo
3028,25,Female,Texas,No,Pants,Clothing,63.83,Spring,S,White,No,No,20,Weekly,3.98,Express,Credit Card
3029,37,Male,Illinois,No,Belt,Accessories,63.99,Winter,S,White,Yes,No,15,Bi-Weekly,3.54,Express,Venmo
3030,30,Male,Texas,No,Skirt,Clothing,56.86,Spring,M,Red,Yes,No,27,Bi-Weekly,3.54,Express,PayPal
3031,30,Male,Georgia,No,Sunglasses,Accessories,47.35,Winter,M,Gray,Yes,No,29,Bi-Weekly,3.19,Express,PayPal
3032,60,Male,Texas,No,Jewelry,Accessories,88.49,Summer,M,White,No,Yes,16,Annually,3.46,Express,Venmo
3033,69,Male,Arizona,No,Pants,Clothing,45.66,Fall,S,Brown,No,No,13,Bi-Weekly,3.89,Express,Debit Card
3034,35,Male,Montana,Yes,T-shirt,Clothing,75.66,Fall,L,Red,Yes,No,15,Monthly,4.29,Express,PayPal
3035,33,Male,Montana,No,Coat,Clothing,70.4,Summer,L,Brown,Yes,Yes,11,Weekly,4.17,Standard,Venmo
3036,35,Male,Georgia,No,Sweater,Clothing,76.18,Spring,S,Brown,Yes,No,18,Bi-Weekly,3.28,Express,Cash
3037,34,Male,Texas,Yes,Boots,Footwear,39.2,Spring,XL,Yellow,No,No,15,Weekly,4.59,Standard,Venmo
3038,39,Male,Georgia,No,Coat,Clothing,66.65,Spring,XL,Black,Yes,No,27,Weekly,3.71,Standard,Debit Card
3039,48,Female,Georgia,No,Sneakers,Footwear,43.92,Spring,XL,Purple,No,No,24,Annually,4.23,Express,Venmo
3040,65,Female,Ohio,No,Coat,Outerwear,19.37,Fall,XL,Red,No,No,11,Monthly,4.07,Express,Credit Card
3041,31,Male,Arizona,No,Pants,Clothing,63.36,Summer,L,Pink,Yes,No,25,Quarterly,4.38,Standard,Venmo
3042,45,Female,Texas,No,T-shirt,Clothing,78.9,Winter,M,Red,No,No,14,Annually,3.55,Express,Debit Card
3043,66,Female,Georgia,Yes,Sweater,Clothing,57.2,Winter,XL,Brown,No,Yes,28,Annually,3.6,Express,Credit Card
3044,35,Male,Florida,No,Coat,Outerwear,58.34,Winter,S,Blue,Yes,Yes,29,Bi-Weekly,4.0,Standard,PayPal
3045,42,Male,Georgia,No,Sunglasses,Accessories,68.99,Summer,XL,Pink,Yes,Yes,24,Weekly,3.89,Standard,Debit Card
3046,43,Male,New York,No,Belt,Accessories,57.26,Summer,M,Gray,No,Yes,17,Weekly,3.68,Standard,Venmo
3047,58,Male,Florida,No,Belt,Accessories,74.95,Spring,S,Black,No,No,30,Annually,3.51,Express,Venmo
3048,26,Male,California,No,Sandals,Footwear,58.86,Summer,L,Black,Yes,No,27,Quarterly,3.86,Express,Debit Card
3049,19,Male,New York,No,Sunglasses,Accessories,78.58,Winter,S,Blue,No,Yes,27,Annually,3.38,Standard,Cash
3050,69,Male,Montana,No,Coat,Outerwear,49.94,Fall,M,Green,No,No,30,Bi-Weekly,3.87,Express,Credit Card
3051,32,Female,Ohio,No,Coat,Clothing,45.42,Fall,M,Blue,Yes,No,13,Weekly,4.17,Express,PayPal
3052,69,Female,Texas,No,Dress,Clothing,58.5,Fall,M,White,No,No,24,Quarterly,3.78,Express,PayPal
3053,41,Male,Montana,No,Jewelry,Accessories,51.32,Winter,L,Yellow,No,No,17,Bi-Weekly,4.37,Express,Credit Card
3054,56,Female,California,No,Sandals,Footwear,96.51,Summer,XL,Pink,No,Yes,16,Bi-Weekly,3.82,Express,PayPal
3055,57,Male,Georgia,Yes,Sandals,Footwear,33.13,Fall,L,Blue,No,No,24,Annually,3.85,Express,Venmo
3056,30,Female,California,No,Scarf,Accessories,76.7,Fall,XL,Red,No,No,13,Monthly,3.57,Express,Credit Card
3057,20,Male,New York,No,Skirt,Clothing,57.69,Fall,L,Yellow,No,No,11,Quarterly,4.01,Express,Cash
3058,18,Female,Texas,No,Coat,Outerwear,49.77,Spring,L,Red,No,Yes,25,Annually,3.09,Express,Cash
3059,29,Male,Ohio,No,Dress,Clothing,80.66,Spring,S,Green,No,No,25,Quarterly,3.07,Express,PayPal
3060,69,Male,New York,Yes,Hoodie,Outerwear,44.68,Spring,S,Purple,No,No,23,Monthly,3.67,Express,Debit Card
3061,19,Male,Texas,No,Sweater,Clothing,49.82,Fall,M,Yellow,Yes,No,23,Quarterly,3.95,Express,Cash
3062,46,Male,Washington,No,Dress,Clothing,48.45,Spring,XL,Pink,No,No,18,Weekly,4.03,Express,Debit Card
3063,38,Female,Ohio,No,Hoodie,Outerwear,82.68,Fall,M,Black,No,No,30,Quarterly,4.05,Express,Venmo
3064,35,Female,Washington,No,Sandals,Footwear,71.66,Summer,L,Red,No,No,25,Quarterly,3.74,Express,Debit Card
3065,28,Male,Ohio,No,Jewelry,Accessories,84.12,Summer,XL,Purple,No,No,12,Annually,4.05,Express,Venmo
3066,69,Male,Arizona,Yes,Jacket,Outerwear,18.16,Fall,M,Blue,No,Yes,24,Monthly,3.96,Standard,Debit Card
3067,47,Male,Georgia,No,Sunglasses,Accessories,83.65,Summer,L,Yellow,No,No,30,Quarterly,3.97,Express,Credit Card
3068,25,Male,Ohio,No,Hoodie,Outerwear,50.53,Summer,L,Purple,No,No,15,Monthly,4.93,Express,Debit Card
3069,61,Female,Georgia,No,Dress,Clothing,74.85,Summer,L,Green,No,Yes,23,Quarterly,3.69,Express,Credit Card
3070,18,Male,New York,No,Blouse,Clothing,28.36,Fall,M,Pink,Yes,No,16,Monthly,3.95,Standard,Credit Card
3071,43,Male,Texas,No,Sunglasses,Accessories,67.09,Summer,M,Purple,No,No,27,Monthly,3.49,Express,PayPal
3072,18,Male,Arizona,No,Dress,Clothing,63.18,Summer,XL,White,No,No,13,Monthly,4.19,Express,Cash
3073,38,Female,Ohio,No,Shoes,Footwear,90.15,Summer,L,Gray,No,No,28,Bi-Weekly,3.92,Express,Credit Card
3074,51,Male,New York,Yes,Sandals,Footwear,57.68,Summer,L,Yellow,Yes,No,15,Quarterly,4.24,Express,PayPal
3075,39,Female,New York,Yes,Belt,Accessories,61.74,Winter,L,Red,No,Yes,21,Monthly,4.06,Standard,Venmo
3076,53,Male,Arizona,Yes,Coat,Clothing,62.46,Spring,L,Red,No,No,19,Weekly,3.56,Standard,PayPal
3077,63,Male,New York,Yes,Blouse,Clothing,73.56,Spring,XL,Gray,No,No,30,Bi-Weekly,3.32,Express,Credit Card
3078,54,Male,Florida,Yes,Jacket,Outerwear,64.55,Winter,M,Purple,No,No,23,Bi-Weekly,3.17,Express,Credit Card
3079,47,Female,New York,No,Hoodie,Outerwear,47.42,Summer,XL,Purple,No,Yes,23,Annually,4.57,Express,Debit Card
3080,31,Male,Arizona,No,Sandals,Footwear,46.5,Winter,XL,Green,No,No,15,Annually,4.84,Express,Venmo
3081,28,Male,Washington,No,Hoodie,Outerwear,38.71,Fall,L,Red,Yes,Yes,19,Quarterly,3.63,Express,Cash
3082,68,Male,Florida,No,Boots,Footwear,57.66,Fall,S,Green,No,No,27,Annually,3.29,Express,Cash
3083,23,Male,Washington,No,Pants,Clothing,61.85,Fall,S,Brown,Yes,No,22,Quarterly,3.62,Express,Credit Card
3084,25,Male,Ohio,No,Sandals,Footwear,76.08,Winter,M,Brown,No,No,29,Weekly,4.01,Express,PayPal
3085,23,Female,Florida,No,T-shirt,Clothing,63.58,Summer,S,Green,No,Yes,11,Monthly,2.69,Express,Debit Card
3086,41,Male,Arizona,No,Jewelry,Accessories,67.48,Spring,L,Pink,No,No,16,Annually,3.45,Express,Credit Card
3087,66,Male,Arizona,No,Coat,Clothing,47.19,Winter,XL,Blue,No,No,13,Quarterly,3.39,Standard,Credit Card
3088,50,Male,Georgia,No,Sneakers,Footwear,19.46,Fall,L,Red,No,No,19,Weekly,3.8,Express,PayPal
3089,22,Female,Washington,No,Pants,Clothing,88.68,Winter,S,Gray,No,No,24,Bi-Weekly,3.82,Express,Credit Card
3090,35,Male,Texas,No,Sunglasses,Accessories,100.47,Fall,L,White,No,No,16,Quarterly,2.96,Express,Venmo
3091,51,Male,Florida,No,Hoodie,Outerwear,28.06,Fall,S,Red,Yes,Yes,29,Weekly,3.87,Express,Credit Card
3092,31,Male,Florida,Yes,Blouse,Clothing,41.34,Spring,S,Black,Yes,No,12,Quarterly,3.38,Standard,Venmo
3093,64,Male,California,No,Jacket,Outerwear,31.43,Summer,S,Black,No,Yes,23,Bi-Weekly,3.45,Express,Venmo
3094,68,Female,California,Yes,Jacket,Outerwear,31.62,Spring,M,Yellow,No,No,19,Annually,3.62,Express,Debit Card
3095,53,Female,Washington,No,Sunglasses,Accessories,90.75,Fall,L,Pink,No,No,26,Quarterly,3.27,Express,PayPal
3096,32,Female,Florida,No,Coat,Outerwear,63.98,Spring,S,Brown,No,No,12,Monthly,3.55,Standard,Cash
3097,57,Male,New York,No,Sandals,Footwear,21.34,Fall,L,Black,No,No,17,Quarterly,3.71,Express,Credit Card
3098,68,Male,New York,Yes,Pants,Clothing,73.4,Spring,XL,Green,No,No,21,Monthly,3.92,Express,Cash
3099,60,Female,New York,No,Hoodie,Outerwear,58.43,Fall,M,White,No,No,14,Quarterly,3.37,Standard,PayPal
3100,54,Male,Illinois,Yes,Skirt,Clothing,79.89,Summer,S,Green,No,No,13,Monthly,3.03,Express,Venmo
3101,36,Male,Georgia,No,Coat,Outerwear,44.21,Winter,L,White,No,Yes,13,Weekly,3.2,Express,PayPal
3102,61,Male,Ohio,No,Jewelry,Accessories,60.89,Fall,S,Green,No,No,19,Weekly,2.85,Express,Cash
3103,50,Male,Ohio,No,Shirt,Clothing,36.21,Winter,L,Green,Yes,No,17,Monthly,3.77,Express,Debit Card
3104,31,Female,Montana,Yes,Sneakers,Footwear,77.81,Fall,M,Blue,No,Yes,27,Bi-Weekly,3.63,Express,Cash
3105,51,Male,Arizona,No,Dress,Clothing,60.68,Fall,S,Pink,No,Yes,12,Quarterly,3.36,Express,Debit Card
