customer_id,age,gender,location,subscription_status,item_purchased,category,purchase_amount_usd,season,size,color,discount_applied,previous_purchases,frequency_of_purchases,review_rating,shipping_type,payment_method,age_group,purchase_frequency_days,customer_segment
2952,35,Female,Texas,No,Skirt,Clothing,89.87,Fall,XL,Black,No,16,Annually,3.71,Express,PayPal,Adult,365,Loyal
2953,39,Male,California,No,Sweater,Clothing,44.79,Winter,L,Purple,No,13,Weekly,3.95,Express,Cash,Adult,7,Loyal
2954,57,Male,Illinois,No,Scarf,Accessories,63.4,Spring,S,Black,Yes,13,Quarterly,3.8,Express,Debit Card,Middle-aged,90,Loyal
2955,47,Female,New York,No,Belt,Accessories,75.47,Spring,M,Yellow,No,29,Weekly,4.36,Standard,Credit Card,Middle-aged,7,Loyal
2956,40,Male,Arizona,No,Jewelry,Accessories,71.32,Fall,XL,Brown,No,23,Monthly,3.94,Standard,Debit Card,Middle-aged,30,Loyal
2957,51,Male,Washington,Yes,Shoes,Footwear,64.07,Winter,XL,Green,No,29,Monthly,3.55,Express,Debit Card,Middle-aged,30,Loyal
2958,20,Male,Florida,No,Jacket,Outerwear,67.55,Fall,M,Purple,No,19,Quarterly,3.6,Standard,Credit Card,Young Adult,90,Loyal
2959,42,Male,California,No,T-shirt,Clothing,58.82,Spring,M,Green,No,16,Weekly,3.25,Express,Credit Card,Middle-aged,7,Loyal
2960,26,Male,Georgia,No,Skirt,Clothing,39.15,Winter,L,White,No,15,Weekly,4.26,Express,Credit Card,Adult,7,Loyal
2961,33,Male,Texas,No,Sweater,Clothing,71.32,Winter,M,Pink,No,26,Bi-Weekly,3.78,Express,Cash,Adult,14,Loyal
2962,31,Female,Illinois,No,Coat,Outerwear,47.47,Spring,M,Pink,Yes,28,Weekly,4.16,Express,Venmo,Adult,7,Loyal
2963,32,Male,Arizona,Yes,Blouse,Clothing,33.07,Summer,M,Purple,No,15,Bi-Weekly,3.14,Express,PayPal,Adult,14,Loyal
2964,63,Male,California,No,Sneakers,Footwear,35.16,Summer,XL,Brown,No,30,Weekly,4.34,Standard,Venmo,Senior,7,Loyal
2965,68,Female,Georgia,No,Coat,Outerwear,73.62,Spring,M,Green,Yes,18,Weekly,4.09,Express,Venmo,Senior,7,Loyal
2966,24,Male,Illinois,No,Dress,Clothing,74.31,Fall,L,Gray,No,22,Bi-Weekly,3.46,Standard,PayPal,Young Adult,14,Loyal
2967,22,Female,Georgia,Yes,Belt,Accessories,42.3,Fall,S,White,No,21,Bi-Weekly,3.9,Express,Credit Card,Young Adult,14,Loyal
2968,63,Male,Illinois,No,Dress,Clothing,25.39,Fall,S,Pink,No,20,Annually,3.74,Express,Cash,Senior,365,Loyal
2969,23,Male,Ohio,Yes,Boots,Footwear,65.89,Summer,M,White,No,25,Weekly,3.5,Express,Debit Card,Young Adult,7,Loyal
2970,59,Female,New York,Yes,Skirt,Clothing,69.04,Spring,L,Brown,No,16,Annually,4.24,Express,Debit Card,Middle-aged,365,Loyal
2971,56,Female,Georgia,No,Boots,Footwear,39.21,Spring,XL,Red,No,19,Monthly,3.8,Express,Venmo,Middle-aged,30,Loyal
2972,61,Female,Texas,No,Boots,Footwear,73.15,Winter,L,Gray,Yes,28,Annually,3.5,Express,PayPal,Senior,365,Loyal
2973,57,Male,Illinois,No,Shirt,Clothing,48.4,Summer,S,Yellow,No,11,Quarterly,3.69,Express,Venmo,Middle-aged,90,Loyal
2974,36,Female,Washington,No,Sandals,Footwear,64.68,Fall,L,Yellow,Yes,16,Bi-Weekly,3.1,Express,Venmo,Adult,14,Loyal
2975,59,Male,New York,No,Sunglasses,Accessories,38.12,Spring,S,Red,No,17,Annually,3.59,Express,PayPal,Middle-aged,365,Loyal
2976,62,Female,Florida,Yes,Shirt,Clothing,41.15,Fall,S,Purple,Yes,14,Annually,3.48,Express,Venmo,Senior,365,Loyal
2977,29,Male,Georgia,Yes,Shirt,Clothing,59.01,Summer,S,Gray,No,14,Annually,3.26,Express,PayPal,Adult,365,Loyal
2978,34,Female,Ohio,No,T-shirt,Clothing,37.23,Winter,M,Pink,Yes,23,Weekly,4.18,Standard,PayPal,Adult,7,Loyal
2979,20,Male,California,Yes,Sandals,Footwear,65.42,Spring,XL,Red,No,12,Annually,3.89,Standard,PayPal,Young Adult,365,Loyal
2980,69,Male,Ohio,Yes,Belt,Accessories,77.47,Spring,M,White,No,11,Annually,4.15,Express,PayPal,Senior,365,Loyal
2981,41,Female,Illinois,Yes,Jewelry,Accessories,53.13,Fall,S,Black,No,29,Annually,3.27,Standard,Credit Card,Middle-aged,365,Loyal
2982,49,Male,Georgia,No,Coat,Clothing,58.26,Spring,S,Green,No,26,Weekly,3.1,Express,Debit Card,Middle-aged,7,Loyal
2983,22,Male,Washington,No,Sweater,Clothing,50.16,Spring,L,Purple,No,21,Monthly,3.73,Standard,PayPal,Young Adult,30,Loyal
2984,45,Female,Arizona,No,Dress,Clothing,34.25,Winter,L,Green,No,23,Weekly,3.97,Express,PayPal,Middle-aged,7,Loyal
2985,62,Male,Florida,No,Sweater,Clothing,47.69,Spring,M,Pink,No,21,Quarterly,3.85,Standard,Venmo,Senior,90,Loyal
2986,62,Male,Arizona,No,Dress,Clothing,62.1,Spring,L,Brown,No,14,Annually,4.28,Express,Credit Card,Senior,365,Loyal
2987,64,Female,Florida,No,Sneakers,Footwear,58.06,Fall,M,Brown,Yes,27,Annually,2.27,Express,Cash,Senior,365,Loyal
2988,23,Male,Texas,Yes,Scarf,Accessories,79.46,Fall,M,Pink,Yes,16,Monthly,4.82,Express,Credit Card,Young Adult,30,Loyal
2989,21,Female,Texas,No,Jacket,Outerwear,27.2,Fall,L,Gray,No,12,Quarterly,4.26,Express,Debit Card,Young Adult,90,Loyal
2990,31,Female,Arizona,Yes,Sweater,Clothing,46.88,Spring,XL,Blue,Yes,19,Monthly,3.96,Express,Credit Card,Adult,30,Loyal
2991,35,Female,Ohio,No,Belt,Accessories,68.27,Fall,M,Gray,Yes,28,Quarterly,3.3,Express,Venmo,Adult,90,Loyal
2992,31,Male,Ohio,No,Hoodie,Outerwear,56.68,Winter,XL,Brown,No,30,Bi-Weekly,3.76,Express,Venmo,Adult,14,Loyal
2993,27,Male,Ohio,No,Coat,Outerwear,82.16,Spring,M,Gray,Yes,26,Weekly,4.01,Express,Credit Card,Adult,7,Loyal
2994,45,Female,Florida,No,Belt,Accessories,33.1,Summer,S,Black,No,30,Weekly,3.21,Standard,Credit Card,Middle-aged,7,Loyal
2995,65,Female,Washington,No,Hoodie,Outerwear,71.26,Winter,S,Yellow,Yes,13,Quarterly,4.08,Express,Cash,Senior,90,Loyal
2996,62,Male,Florida,No,Jewelry,Accessories,64.87,Spring,L,Blue,Yes,14,Weekly,3.96,Express,Venmo,Senior,7,Loyal
2997,58,Male,New York,No,Shoes,Footwear,80.52,Spring,M,Brown,No,16,Quarterly,3.84,Express,Cash,Middle-aged,90,Loyal
2998,53,Male,Texas,No,Scarf,Accessories,77.3,Spring,L,Purple,No,22,Bi-Weekly,3.19,Standard,Debit Card,Middle-aged,14,Loyal
2999,59,Male,Texas,No,Sandals,Footwear,36.78,Winter,S,Brown,No,28,Weekly,3.14,Express,Cash,Middle-aged,7,Loyal
3000,66,Male,Georgia,No,Shoes,Footwear,84.14,Summer,XL,Black,Yes,27,Weekly,4.55,Express,Cash,Senior,7,Loyal
3001,47,Male,Texas,Yes,Coat,Clothing,88.26,Spring,S,Blue,No,12,Weekly,3.87,Express,Credit Card,Middle-aged,7,Loyal
3002,34,Male,Washington,No,Skirt,Clothing,37.18,Summer,XL,Red,No,21,Monthly,3.28,Express,Venmo,Adult,30,Loyal
3003,22,Male,Montana,Yes,Sweater,Clothing,55.9,Spring,XL,Brown,No,22,Quarterly,2.98,Express,Debit Card,Young Adult,90,Loyal
3004,47,Male,Texas,No,Pants,Clothing,65.83,Spring,XL,Red,No,24,Quarterly,4.19,Standard,Credit Card,Middle-aged,90,Loyal
3005,53,Female,Florida,No,Coat,Outerwear,49.75,Spring,XL,Pink,Yes,13,Bi-Weekly,3.2,Express,Credit Card,Middle-aged,14,Loyal
3006,21,Male,New York,No,Sweater,Clothing,81.28,Fall,M,Gray,No,24,Annually,3.31,Standard,Venmo,Young Adult,365,Loyal
3007,60,Male,Illinois,No,Skirt,Clothing,35.25,Spring,M,Brown,No,22,Quarterly,4.7,Express,Venmo,Senior,90,Loyal
3008,64,Male,New York,No,Skirt,Clothing,66.75,Spring,S,Yellow,No,23,Bi-Weekly,4.1,Express,Credit Card,Senior,14,Loyal
3009,29,Female,Arizona,Yes,Belt,Accessories,67.42,Summer,XL,Blue,No,23,Bi-Weekly,4.44,Standard,Venmo,Adult,14,Loyal
3010,47,Male,New York,No,Sandals,Footwear,47.79,Winter,S,Brown,Yes,12,Weekly,3.76,Express,Venmo,Middle-aged,7,Loyal
3011,20,Male,Illinois,Yes,Boots,Footwear,58.02,Summer,S,Blue,No,12,Annually,3.27,Express,Cash,Young Adult,365,Loyal
3012,31,Male,California,Yes,Sunglasses,Accessories,44.34,Fall,XL,Yellow,No,20,Monthly,4.4,Express,Credit Card,Adult,30,Loyal
3013,63,Female,Georgia,No,Scarf,Accessories,40.92,Spring,M,Brown,No,14,Monthly,4.33,Express,Debit Card,Senior,30,Loyal
3014,66,Female,Florida,No,Coat,Outerwear,59.21,Winter,S,Gray,No,18,Monthly,4.06,Standard,Credit Card,Senior,30,Loyal
3015,21,Female,Ohio,Yes,Dress,Clothing,95.45,Spring,XL,Gray,No,14,Weekly,4.25,Express,PayPal,Young Adult,7,Loyal
3016,25,Male,Ohio,No,Shoes,Footwear,53.12,Winter,M,Red,No,15,Weekly,4.52,Express,Venmo,Adult,7,Loyal
3017,67,Male,Washington,No,Shoes,Footwear,80.48,Fall,S,Black,No,26,Annually,4.1,Express,Credit Card,Senior,365,Loyal
3018,22,Male,New York,No,Coat,Clothing,59.5,Fall,M,Red,No,11,Annually,2.96,Standard,Cash,Young Adult,365,Loyal
3019,42,Male,Montana,Yes,Sandals,Footwear,68.93,Winter,L,Green,No,23,Weekly,3.53,Express,Debit Card,Middle-aged,7,Loyal
3020,49,Female,Texas,No,Skirt,Clothing,42.01,Summer,L,Purple,No,18,Quarterly,3.5,Express,Credit Card,Middle-aged,90,Loyal
3021,62,Male,Texas,No,Coat,Outerwear,32.2,Winter,S,Yellow,No,24,Annually,4.43,Standard,Debit Card,Senior,365,Loyal
3022,35,Male,New York,No,Belt,Accessories,101.44,Winter,M,Blue,No,20,Quarterly,3.4,Express,Debit Card,Adult,90,Loyal
3023,42,Male,Arizona,No,Shoes,Footwear,71.06,Spring,S,Pink,No,25,Weekly,3.25,Express,PayPal,Middle-aged,7,Loyal
3024,27,Female,California,No,T-shirt,Clothing,64.95,Winter,S,Brown,No,11,Quarterly,2.66,Express,Debit Card,Adult,90,Loyal
3025,39,Female,Illinois,Yes,Sneakers,Footwear,45.69,Spring,S,Black,No,12,Annually,3.64,Express,Credit Card,Adult,365,Loyal
3026,39,Female,Washington,No,T-shirt,Clothing,15.0,Spring,L,Yellow,No,21,Annually,3.7,Express,Debit Card,Adult,365,Loyal
3027,46,Male,Illinois,No,Sunglasses,Accessories,15.0,Fall,S,Pink,No,18,Bi-Weekly,4.33,Express,Venmo,Middle-aged,14,Loyal
3028,25,Female,Texas,No,Pants,Clothing,63.83,Spring,S,White,No,20,Weekly,3.98,Express,Credit Card,Adult,7,Loyal
3029,37,Male,Illinois,No,Belt,Accessories,63.99,Winter,S,White,Yes,15,Bi-Weekly,3.54,Express,Venmo,Adult,14,Loyal
3030,30,Male,Texas,No,Skirt,Clothing,56.86,Spring,M,Red,Yes,27,Bi-Weekly,3.54,Express,PayPal,Adult,14,Loyal
3031,30,Male,Georgia,No,Sunglasses,Accessories,47.35,Winter,M,Gray,Yes,29,Bi-Weekly,3.19,Express,PayPal,Adult,14,Loyal
3032,60,Male,Texas,No,Jewelry,Accessories,88.49,Summer,M,White,No,16,Annually,3.46,Express,Venmo,Senior,365,Loyal
3033,69,Male,Arizona,No,Pants,Clothing,45.66,Fall,S,Brown,No,13,Bi-Weekly,3.89,Express,Debit Card,Senior,14,Loyal
3034,35,Male,Montana,Yes,T-shirt,Clothing,75.66,Fall,L,Red,Yes,15,Monthly,4.29,Express,PayPal,Adult,30,Loyal
3035,33,Male,Montana,No,Coat,Clothing,70.4,Summer,L,Brown,Yes,11,Weekly,4.17,Standard,Venmo,Adult,7,Loyal
3036,35,Male,Georgia,No,Sweater,Clothing,76.18,Spring,S,Brown,Yes,18,Bi-Weekly,3.28,Express,Cash,Adult,14,Loyal
3037,34,Male,Texas,Yes,Boots,Footwear,39.2,Spring,XL,Yellow,No,15,Weekly,4.59,Standard,Venmo,Adult,7,Loyal
3038,39,Male,Georgia,No,Coat,Clothing,66.65,Spring,XL,Black,Yes,27,Weekly,3.71,Standard,Debit Card,Adult,7,Loyal
3039,48,Female,Georgia,No,Sneakers,Footwear,43.92,Spring,XL,Purple,No,24,Annually,4.23,Express,Venmo,Middle-aged,365,Loyal
3040,65,Female,Ohio,No,Coat,Outerwear,19.37,Fall,XL,Red,No,11,Monthly,4.07,Express,Credit Card,Senior,30,Loyal
3041,31,Male,Arizona,No,Pants,Clothing,63.36,Summer,L,Pink,Yes,25,Quarterly,4.38,Standard,Venmo,Adult,90,Loyal
3042,45,Female,Texas,No,T-shirt,Clothing,78.9,Winter,M,Red,No,14,Annually,3.55,Express,Debit Card,Middle-aged,365,Loyal
3043,66,Female,Georgia,Yes,Sweater,Clothing,57.2,Winter,XL,Brown,No,28,Annually,3.6,Express,Credit Card,Senior,365,Loyal
3044,35,Male,Florida,No,Coat,Outerwear,58.34,Winter,S,Blue,Yes,29,Bi-Weekly,4.0,Standard,PayPal,Adult,14,Loyal
3045,42,Male,Georgia,No,Sunglasses,Accessories,68.99,Summer,XL,Pink,Yes,24,Weekly,3.89,Standard,Debit Card,Middle-aged,7,Loyal
3046,43,Male,New York,No,Belt,Accessories,57.26,Summer,M,Gray,No,17,Weekly,3.68,Standard,Venmo,Middle-aged,7,Loyal
3047,58,Male,Florida,No,Belt,Accessories,74.95,Spring,S,Black,No,30,Annually,3.51,Express,Venmo,Middle-aged,365,Loyal
3048,26,Male,California,No,Sandals,Footwear,58.86,Summer,L,Black,Yes,27,Quarterly,3.86,Express,Debit Card,Adult,90,Loyal
3049,19,Male,New York,No,Sunglasses,Accessories,78.58,Winter,S,Blue,No,27,Annually,3.38,Standard,Cash,Young Adult,365,Loyal
3050,69,Male,Montana,No,Coat,Outerwear,49.94,Fall,M,Green,No,30,Bi-Weekly,3.87,Express,Credit Card,Senior,14,Loyal
3051,32,Female,Ohio,No,Coat,Clothing,45.42,Fall,M,Blue,Yes,13,Weekly,4.17,Express,PayPal,Adult,7,Loyal
3052,69,Female,Texas,No,Dress,Clothing,58.5,Fall,M,White,No,24,Quarterly,3.78,Express,PayPal,Senior,90,Loyal
3053,41,Male,Montana,No,Jewelry,Accessories,51.32,Winter,L,Yellow,No,17,Bi-Weekly,4.37,Express,Credit Card,Middle-aged,14,Loyal
3054,56,Female,California,No,Sandals,Footwear,96.51,Summer,XL,Pink,No,16,Bi-Weekly,3.82,Express,PayPal,Middle-aged,14,Loyal
3055,57,Male,Georgia,Yes,Sandals,Footwear,33.13,Fall,L,Blue,No,24,Annually,3.85,Express,Venmo,Middle-aged,365,Loyal
3056,30,Female,California,No,Scarf,Accessories,76.7,Fall,XL,Red,No,13,Monthly,3.57,Express,Credit Card,Adult,30,Loyal
3057,20,Male,New York,No,Skirt,Clothing,57.69,Fall,L,Yellow,No,11,Quarterly,4.01,Express,Cash,Young Adult,90,Loyal
3058,18,Female,Texas,No,Coat,Outerwear,49.77,Spring,L,Red,No,25,Annually,3.09,Express,Cash,Young Adult,365,Loyal
3059,29,Male,Ohio,No,Dress,Clothing,80.66,Spring,S,Green,No,25,Quarterly,3.07,Express,PayPal,Adult,90,Loyal
3060,69,Male,New York,Yes,Hoodie,Outerwear,44.68,Spring,S,Purple,No,23,Monthly,3.67,Express,Debit Card,Senior,30,Loyal
3061,19,Male,Texas,No,Sweater,Clothing,49.82,Fall,M,Yellow,Yes,23,Quarterly,3.95,Express,Cash,Young Adult,90,Loyal
3062,46,Male,Washington,No,Dress,Clothing,48.45,Spring,XL,Pink,No,18,Weekly,4.03,Express,Debit Card,Middle-aged,7,Loyal
3063,38,Female,Ohio,No,Hoodie,Outerwear,82.68,Fall,M,Black,No,30,Quarterly,4.05,Express,Venmo,Adult,90,Loyal
3064,35,Female,Washington,No,Sandals,Footwear,71.66,Summer,L,Red,No,25,Quarterly,3.74,Express,Debit Card,Adult,90,Loyal
3065,28,Male,Ohio,No,Jewelry,Accessories,84.12,Summer,XL,Purple,No,12,Annually,4.05,Express,Venmo,Adult,365,Loyal
3066,69,Male,Arizona,Yes,Jacket,Outerwear,18.16,Fall,M,Blue,No,24,Monthly,3.96,Standard,Debit Card,Senior,30,Loyal
3067,47,Male,Georgia,No,Sunglasses,Accessories,83.65,Summer,L,Yellow,No,30,Quarterly,3.97,Express,Credit Card,Middle-aged,90,Loyal
3068,25,Male,Ohio,No,Hoodie,Outerwear,50.53,Summer,L,Purple,No,15,Monthly,4.93,Express,Debit Card,Adult,30,Loyal
3069,61,Female,Georgia,No,Dress,Clothing,74.85,Summer,L,Green,No,23,Quarterly,3.69,Express,Credit Card,Senior,90,Loyal
3070,18,Male,New York,No,Blouse,Clothing,28.36,Fall,M,Pink,Yes,16,Monthly,3.95,Standard,Credit Card,Young Adult,30,Loyal
3071,43,Male,Texas,No,Sunglasses,Accessories,67.09,Summer,M,Purple,No,27,Monthly,3.49,Express,PayPal,Middle-aged,30,Loyal
3072,18,Male,Arizona,No,Dress,Clothing,63.18,Summer,XL,White,No,13,Monthly,4.19,Express,Cash,Young Adult,30,Loyal
3073,38,Female,Ohio,No,Shoes,Footwear,90.15,Summer,L,Gray,No,28,Bi-Weekly,3.92,Express,Credit Card,Adult,14,Loyal
3074,51,Male,New York,Yes,Sandals,Footwear,57.68,Summer,L,Yellow,Yes,15,Quarterly,4.24,Express,PayPal,Middle-aged,90,Loyal
3075,39,Female,New York,Yes,Belt,Accessories,61.74,Winter,L,Red,No,21,Monthly,4.06,Standard,Venmo,Adult,30,Loyal
3076,53,Male,Arizona,Yes,Coat,Clothing,62.46,Spring,L,Red,No,19,Weekly,3.56,Standard,PayPal,Middle-aged,7,Loyal
3077,63,Male,New York,Yes,Blouse,Clothing,73.56,Spring,XL,Gray,No,30,Bi-Weekly,3.32,Express,Credit Card,Senior,14,Loyal
3078,54,Male,Florida,Yes,Jacket,Outerwear,64.55,Winter,M,Purple,No,23,Bi-Weekly,3.17,Express,Credit Card,Middle-aged,14,Loyal
3079,47,Female,New York,No,Hoodie,Outerwear,47.42,Summer,XL,Purple,No,23,Annually,4.57,Express,Debit Card,Middle-aged,365,Loyal
3080,31,Male,Arizona,No,Sandals,Footwear,46.5,Winter,XL,Green,No,15,Annually,4.84,Express,Venmo,Adult,365,Loyal
3081,28,Male,Washington,No,Hoodie,Outerwear,38.71,Fall,L,Red,Yes,19,Quarterly,3.63,Express,Cash,Adult,90,Loyal
3082,68,Male,Florida,No,Boots,Footwear,57.66,Fall,S,Green,No,27,Annually,3.29,Express,Cash,Senior,365,Loyal
3083,23,Male,Washington,No,Pants,Clothing,61.85,Fall,S,Brown,Yes,22,Quarterly,3.62,Express,Credit Card,Young Adult,90,Loyal
3084,25,Male,Ohio,No,Sandals,Footwear,76.08,Winter,M,Brown,No,29,Weekly,4.01,Express,PayPal,Adult,7,Loyal
3085,23,Female,Florida,No,T-shirt,Clothing,63.58,Summer,S,Green,No,11,Monthly,2.69,Express,Debit Card,Young Adult,30,Loyal
3086,41,Male,Arizona,No,Jewelry,Accessories,67.48,Spring,L,Pink,No,16,Annually,3.45,Express,Credit Card,Middle-aged,365,Loyal
3087,66,Male,Arizona,No,Coat,Clothing,47.19,Winter,XL,Blue,No,13,Quarterly,3.39,Standard,Credit Card,Senior,90,Loyal
3088,50,Male,Georgia,No,Sneakers,Footwear,19.46,Fall,L,Red,No,19,Weekly,3.8,Express,PayPal,Middle-aged,7,Loyal
3089,22,Female,Washington,No,Pants,Clothing,88.68,Winter,S,Gray,No,24,Bi-Weekly,3.82,Express,Credit Card,Young Adult,14,Loyal
3090,35,Male,Texas,No,Sunglasses,Accessories,100.47,Fall,L,White,No,16,Quarterly,2.96,Express,Venmo,Adult,90,Loyal
3091,51,Male,Florida,No,Hoodie,Outerwear,28.06,Fall,S,Red,Yes,29,Weekly,3.87,Express,Credit Card,Middle-aged,7,Loyal
3092,31,Male,Florida,Yes,Blouse,Clothing,41.34,Spring,S,Black,Yes,12,Quarterly,3.38,Standard,Venmo,Adult,90,Loyal
3093,64,Male,California,No,Jacket,Outerwear,31.43,Summer,S,Black,No,23,Bi-Weekly,3.45,Express,Venmo,Senior,14,Loyal
3094,68,Female,California,Yes,Jacket,Outerwear,31.62,Spring,M,Yellow,No,19,Annually,3.62,Express,Debit Card,Senior,365,Loyal
3095,53,Female,Washington,No,Sunglasses,Accessories,90.75,Fall,L,Pink,No,26,Quarterly,3.27,Express,PayPal,Middle-aged,90,Loyal
3096,32,Female,Florida,No,Coat,Outerwear,63.98,Spring,S,Brown,No,12,Monthly,3.55,Standard,Cash,Adult,30,Loyal
3097,57,Male,New York,No,Sandals,Footwear,21.34,Fall,L,Black,No,17,Quarterly,3.71,Express,Credit Card,Middle-aged,90,Loyal
3098,68,Male,New York,Yes,Pants,Clothing,73.4,Spring,XL,Green,No,21,Monthly,3.92,Express,Cash,Senior,30,Loyal
3099,60,Female,New York,No,Hoodie,Outerwear,58.43,Fall,M,White,No,14,Quarterly,3.37,Standard,PayPal,Senior,90,Loyal
3100,54,Male,Illinois,Yes,Skirt,Clothing,79.89,Summer,S,Green,No,13,Monthly,3.03,Express,Venmo,Middle-aged,30,Loyal
3101,36,Male,Georgia,No,Coat,Outerwear,44.21,Winter,L,White,No,13,Weekly,3.2,Express,PayPal,Adult,7,Loyal
3102,61,Male,Ohio,No,Jewelry,Accessories,60.89,Fall,S,Green,No,19,Weekly,2.85,Express,Cash,Senior,7,Loyal
3103,50,Male,Ohio,No,Shirt,Clothing,36.21,Winter,L,Green,Yes,17,Monthly,3.77,Express,Debit Card,Middle-aged,30,Loyal
3104,31,Female,Montana,Yes,Sneakers,Footwear,77.81,Fall,M,Blue,No,27,Bi-Weekly,3.63,Express,Cash,Adult,14,Loyal
3105,51,Male,Arizona,No,Dress,Clothing,60.68,Fall,S,Pink,No,12,Quarterly,3.36,Express,Debit Card,Middle-aged,90,Loyal
3106,65,Male,Texas,No,Skirt,Clothing,74.72,Summer,M,Blue,No,25,Quarterly,4.73,Express,PayPal,Senior,90,Loyal
3107,21,Female,Georgia,No,T-shirt,Clothing,53.41,Fall,M,Pink,No,23,Quarterly,3.06,Standard,PayPal,Young Adult,90,Loyal
3108,45,Female,Washington,No,Coat,Outerwear,58.96,Winter,L,Pink,Yes,13,Weekly,3.27,Express,Venmo,Middle-aged,7,Loyal
3109,40,Male,Texas,Yes,Sweater,Clothing,35.84,Fall,S,Gray,Yes,20,Annually,3.03,Express,Venmo,Middle-aged,365,Loyal
3110,41,Male,Georgia,No,Sunglasses,Accessories,68.94,Fall,XL,Brown,Yes,27,Annually,2.9,Express,PayPal,Middle-aged,365,Loyal
3111,44,Male,Washington,No,Skirt,Clothing,61.74,Spring,L,Pink,No,23,Annually,4.81,Express,Credit Card,Middle-aged,365,Loyal
3112,59,Male,Washington,Yes,Shirt,Clothing,80.58,Summer,L,Gray,No,30,Bi-Weekly,4.0,Standard,Venmo,Middle-aged,14,Loyal
3113,21,Male,California,No,Belt,Accessories,33.42,Fall,S,White,No,11,Monthly,3.65,Express,Debit Card,Young Adult,30,Loyal
3114,47,Male,Illinois,Yes,T-shirt,Clothing,48.0,Summer,XL,Black,No,26,Annually,3.53,Express,Venmo,Middle-aged,365,Loyal
3115,66,Female,California,No,Sneakers,Footwear,49.31,Winter,L,Red,No,13,Monthly,3.86,Express,PayPal,Senior,30,Loyal
3116,69,Male,Texas,No,Sandals,Footwear,94.1,Winter,M,White,No,19,Weekly,3.38,Express,Cash,Senior,7,Loyal
3117,41,Female,Florida,No,Skirt,Clothing,44.79,Spring,M,Red,No,11,Monthly,3.44,Express,Cash,Middle-aged,30,Loyal
3118,66,Male,Georgia,Yes,Boots,Footwear,92.49,Spring,S,White,No,11,Bi-Weekly,2.59,Standard,Debit Card,Senior,14,Loyal
3119,30,Male,Montana,No,Dress,Clothing,56.43,Fall,L,Brown,No,18,Weekly,3.49,Express,Cash,Adult,7,Loyal
3120,60,Female,Texas,No,Sneakers,Footwear,108.9,Summer,L,Blue,Yes,27,Weekly,4.19,Express,Credit Card,Senior,7,Loyal
3121,42,Male,Ohio,No,Shoes,Footwear,101.18,Spring,XL,Yellow,No,21,Annually,3.31,Express,Credit Card,Middle-aged,365,Loyal
3122,39,Male,Washington,Yes,Scarf,Accessories,45.1,Fall,L,White,No,16,Monthly,3.62,Standard,PayPal,Adult,30,Loyal
3123,54,Female,Ohio,No,Sweater,Clothing,58.77,Winter,S,Yellow,No,24,Weekly,3.67,Express,Venmo,Middle-aged,7,Loyal
3124,34,Male,Ohio,Yes,Coat,Clothing,44.11,Spring,XL,Yellow,Yes,22,Weekly,3.01,Express,Credit Card,Adult,7,Loyal
3125,67,Male,Texas,No,Hoodie,Outerwear,40.97,Fall,L,Red,No,25,Weekly,3.79,Express,Credit Card,Senior,7,Loyal
3126,65,Female,California,No,T-shirt,Clothing,38.44,Spring,M,White,No,15,Monthly,4.05,Express,PayPal,Senior,30,Loyal
3127,46,Male,Montana,Yes,Blouse,Clothing,65.04,Summer,M,Black,Yes,11,Quarterly,3.73,Express,Cash,Middle-aged,90,Loyal
3128,37,Male,Montana,No,Sandals,Footwear,66.67,Spring,M,Pink,No,25,Bi-Weekly,4.72,Standard,Venmo,Adult,14,Loyal
3129,51,Male,New York,No,Belt,Accessories,74.87,Summer,S,Blue,No,24,Quarterly,3.81,Standard,PayPal,Middle-aged,90,Loyal
3130,32,Male,Ohio,No,Blouse,Clothing,45.51,Winter,XL,White,No,25,Monthly,3.98,Express,Cash,Adult,30,Loyal
3131,61,Male,California,No,Sneakers,Footwear,72.8,Summer,L,Blue,No,21,Annually,3.6,Express,Cash,Senior,365,Loyal
3132,36,Male,California,No,Boots,Footwear,52.89,Winter,M,Gray,Yes,24,Weekly,3.75,Express,PayPal,Adult,7,Loyal
3133,42,Female,New York,No,Sneakers,Footwear,77.65,Winter,S,Green,No,19,Annually,3.51,Express,Cash,Middle-aged,365,Loyal
3134,35,Female,Florida,No,Dress,Clothing,105.85,Spring,S,Red,No,12,Weekly,4.08,Standard,PayPal,Adult,7,Loyal
3135,34,Male,Arizona,No,Dress,Clothing,72.57,Summer,S,White,No,30,Monthly,3.2,Express,Cash,Adult,30,Loyal
3136,40,Male,Georgia,Yes,Scarf,Accessories,43.8,Fall,XL,Gray,No,15,Annually,3.67,Standard,Venmo,Middle-aged,365,Loyal
3137,44,Male,Texas,No,Shirt,Clothing,15.0,Spring,L,Blue,No,30,Quarterly,4.18,Express,Venmo,Middle-aged,90,Loyal
3138,55,Male,Arizona,Yes,Coat,Clothing,55.02,Fall,S,Black,Yes,17,Weekly,3.59,Standard,Cash,Middle-aged,7,Loyal
3139,43,Male,Arizona,Yes,Sandals,Footwear,53.92,Winter,XL,Brown,No,27,Annually,3.84,Express,Debit Card,Middle-aged,365,Loyal
3140,25,Female,Montana,No,Scarf,Accessories,62.15,Summer,L,Black,No,26,Annually,3.99,Express,Debit Card,Adult,365,Loyal
